name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bristol,2023-09-10T03:00:00,19.5,19.5,18.1,92,0,0,,0,0,15.4,7.8,23,1015.6,57.8,13,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-09-10T04:00:00,19,19,17.5,91.21,0,0,,0,0,11.5,4.2,340,1015.3,88.3,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-09-10T05:00:00,19.3,19.3,18.2,93.68,0.453,100,rain,0,0,8.8,5.1,14,1015.7,98.5,11,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-09-10T06:00:00,18.9,18.9,18.2,95.37,0.2,100,rain,0,0,17.8,13.3,357,1015.8,97.1,9.1,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-09-10T07:00:00,18.8,18.8,17.8,94.38,0.045,100,rain,0,0,15.1,8.7,356,1015.4,89.5,9.5,26,0.1,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-09-10T08:00:00,19.7,19.7,18.8,94.59,0,0,,0,0,9.6,5.9,14,1015.1,86.7,9.5,32,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-09-10T09:00:00,20.9,20.9,19,88.78,0,0,,0,0,6.4,7.1,64,1015,74.5,10.3,90,0.3,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-09-10T10:00:00,21,21,18.2,84.09,0,0,,0,0,8.5,7.4,74,1015,81.3,10.2,105,0.4,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-09-10T11:00:00,20.3,20.3,18.2,87.81,0,0,,0,0,8.3,10.4,300,1015.8,57.8,10.5,21,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-09-10T12:00:00,21.1,21.1,18.3,83.71,0.225,100,rain,0,0,10.9,10.7,56,1015,81.4,10.9,186,0.7,2,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-09-10T13:00:00,22.2,22.2,19.8,86.33,0.125,100,rain,0,0,12.8,4.6,38,1014.6,75.9,13.9,144,0.5,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T14:00:00,23.7,23.7,19.9,79.12,0.093,100,rain,0,0,7.9,4.4,13,1013.8,9.5,19.2,601,2.2,6,,Rain,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T15:00:00,24.7,24.7,18.8,69.56,0,0,,0,0,18.7,10.3,161,1013.4,9.8,24.8,338,1.2,3,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T16:00:00,24.7,24.7,18.8,69.64,0,0,,0,0,23.1,14.2,151,1013.4,9.9,28.1,232,0.8,2,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T17:00:00,24.5,24.5,19,71.41,0,0,,0,0,21.4,13.6,158,1012.8,15,20.5,209,0.8,2,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T18:00:00,23.9,23.9,18,69.49,0,0,,0,0,18.5,12.6,161,1012.4,6.8,17.5,214,0.8,2,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T19:00:00,22.4,22.4,17.9,75.7,0,0,,0,0,18.2,11.7,164,1012.5,17.1,14,19,0.1,0,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T20:00:00,20.5,20.5,18.2,86.27,0,0,,0,0,16.3,9.3,199,1012.7,4.8,8.3,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T21:00:00,19.4,19.4,18,91.91,0,0,,0,0,18.2,10.2,207,1013.1,22.7,5.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T22:00:00,18.9,18.9,17.6,92.13,0,0,,0,0,15.2,9.5,217,1013.6,37.8,5,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-09-10T23:00:00,18.4,18.4,17.3,93.4,0,0,,0,0,16.9,11.7,220,1013.9,85,4.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
