name,datetime,date,hour,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bristol,2023-08-27T11:00:00,2023-08-27,11,16.1,16.1,11.5,74.22,0,0,,,,33.3,21.1,299,1011.6,98.5,40.7,357,1.3,4,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T12:00:00,2023-08-27,12,16.1,16.1,11.9,76.27,0,0,,,,34,21.6,286,1011.9,100,43.4,287,1,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T13:00:00,2023-08-27,13,16.4,16.4,11.2,71.08,0,0,,,,35.8,23.9,288,1012.1,100,46.8,828,3,8,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T14:00:00,2023-08-27,14,17.1,17.1,11,67.54,0,0,,,,34.3,22.9,282,1012.4,94.8,41.2,726,2.6,7,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T15:00:00,2023-08-27,15,17.7,17.7,10.2,61.73,0,0,,,,34.3,21.9,290,1012.2,96.8,43.5,366,1.3,4,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T16:00:00,2023-08-27,16,17.3,17.3,10.4,64.1,0.032,100,rain,,,33.5,20.8,290,1012.3,71.7,41.1,323,1.2,3,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T17:00:00,2023-08-27,17,17,17,10.6,65.81,0.032,100,rain,,,34.2,22.1,280,1012.3,70.7,42.4,118,0.4,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T18:00:00,2023-08-27,18,16.7,16.7,11.1,69.57,0,0,,,,26.4,17.2,283,1012.4,98.5,42.4,181,0.7,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T19:00:00,2023-08-27,19,16.1,16.1,11.4,73.62,0,0,,,,24.7,18.2,289,1012.7,100,41.3,33,0.1,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T20:00:00,2023-08-27,20,15.1,15.1,12,81.53,0,0,,,,17.3,12.3,277,1013.3,100,41.8,5,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T21:00:00,2023-08-27,21,14.8,14.8,12.2,84.7,0,0,,,,13.9,9.8,277,1013.7,100,38.9,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T22:00:00,2023-08-27,22,14,14,12.9,93.7,,0,,,,,11.2,250,1014,100,10,0,0,0,,Overcast,cloudy,"D9855,EGGD"
Bristol,2023-08-27T23:00:00,2023-08-27,23,14,14,12.7,91.82,0.136,100,rain,,,10.3,7.1,271,1014.3,100,19.1,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T00:00:00,2023-08-28,0,14.1,14.1,12.9,92.39,0.227,100,rain,,,10.1,6.3,280,1014.3,100,28.5,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T01:00:00,2023-08-28,1,13.6,13.6,12.5,93.11,0.045,100,rain,,,12.1,7.9,252,1014.2,79.4,26.2,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T02:00:00,2023-08-28,2,13.1,13.1,12.3,94.69,0.227,100,rain,,,10.4,7.5,263,1014.1,61.2,22.5,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T03:00:00,2023-08-28,3,12.9,12.9,12.3,96.06,0,0,,,,11.5,7.2,260,1014.3,77.6,21.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T04:00:00,2023-08-28,4,13,13,12.3,95.6,0,0,,,,14,7.7,290,1014.3,96.8,19,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T05:00:00,2023-08-28,5,13,13,12.5,96.65,0,0,,,,11.7,8,300,1014.4,100,20.3,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T06:00:00,2023-08-28,6,12.8,12.8,12.2,95.92,0,0,,,,11.9,8.3,304,1014.7,78.3,21.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T07:00:00,2023-08-28,7,12.8,12.8,12.2,96.26,0,0,,,,10.3,6.2,289,1015,75.1,23.6,33,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T08:00:00,2023-08-28,8,13.6,13.6,12.8,94.67,0,0,,,,9.4,7.5,317,1015.4,68.2,38,218,0.8,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T09:00:00,2023-08-28,9,15,15,13.1,88.55,0,0,,,,15.3,9.1,338,1015.6,74.1,43.5,181,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T10:00:00,2023-08-28,10,15.1,15.1,12,81.77,0,0,,,,17.1,14.1,357,1016,58.2,16,529,1.9,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-28T11:00:00,2023-08-28,11,16.2,16.2,12.5,78.46,0,0,,,,17.3,10,344,1015.8,84.9,44.7,287,1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T12:00:00,2023-08-28,12,17.1,17.1,12.1,72.36,0,0,,,,23.2,14.4,319,1015.8,100,46.8,181,0.7,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T13:00:00,2023-08-28,13,17.5,17.5,11.6,68.37,0,0,,,,17.3,11.4,315,1015.7,100,44.6,218,0.8,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T14:00:00,2023-08-28,14,17.7,17.7,11.5,66.86,0,0,,,,23.9,16.4,299,1015.7,100,43.4,1041,3.7,10,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T15:00:00,2023-08-28,15,17.8,17.8,10.7,63.23,0,0,,,,24.9,14.7,299,1015.6,100,43.4,295,1.1,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T16:00:00,2023-08-28,16,17.3,17.3,10.3,63.55,0,0,,,,28,15.7,317,1015.6,98.5,39,234,0.8,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T17:00:00,2023-08-28,17,17.5,17.5,10.1,61.88,0,0,,,,25,14,310,1015.6,95.5,37.9,156,0.6,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T18:00:00,2023-08-28,18,16.9,16.9,9.9,63.26,0,0,,,,21.8,13.6,324,1015.8,100,40.3,90,0.3,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T19:00:00,2023-08-28,19,16.3,16.3,10.4,68,0,0,,,,18.8,12,296,1015.9,100,43.6,40,0.1,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T20:00:00,2023-08-28,20,15.6,15.6,10.9,73.74,0,0,,,,16.3,10.6,298,1015.8,100,44.7,5,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T21:00:00,2023-08-28,21,14.9,14.9,11.4,79.44,0,0,,,,11.7,8,269,1015.9,100,44.7,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T22:00:00,2023-08-28,22,14.8,14.8,11.3,79.85,0,0,,,,15.3,10,307,1016.1,100,45.7,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-28T23:00:00,2023-08-28,23,14.2,14.2,11.3,82.73,0,0,,,,12.8,8.9,299,1015.9,100,44.6,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T00:00:00,2023-08-29,0,14,14,11.3,83.68,0,0,,,,9.6,6.6,273,1015.7,100,38.5,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T01:00:00,2023-08-29,1,13.7,13.7,11.3,85.52,0,0,,,,10.2,7.3,282,1015.4,97.7,34,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T02:00:00,2023-08-29,2,13.3,13.3,11.4,88.61,0,0,,,,7.2,5.3,247,1014.9,100,31.2,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T03:00:00,2023-08-29,3,12.8,12.8,11,88.39,0,0,,,,5.4,3.7,274,1014.8,77.3,25.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T04:00:00,2023-08-29,4,12.7,12.7,11.1,90.07,0,0,,,,6.9,4.8,224,1014.7,100,24,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T05:00:00,2023-08-29,5,12.7,12.7,11.5,92.16,0.032,100,rain,,,5.9,4,202,1014.1,100,26.9,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T06:00:00,2023-08-29,6,13,13,12,93.61,0.032,100,rain,,,7.1,3.8,204,1013.8,100,27.4,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T07:00:00,2023-08-29,7,13.1,13.1,12,93.12,0,0,,,,10.9,7.4,169,1013.8,100,26.4,26,0.1,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T08:00:00,2023-08-29,8,13.5,13.5,12.2,92.07,0,0,,,,5.4,4,289,1014,100,16.1,97,0.3,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T09:00:00,2023-08-29,9,14.4,14.4,12.8,90.02,0,0,,,,15.9,10.6,216,1013.8,100,28.9,111,0.4,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T10:00:00,2023-08-29,10,15.9,15.9,13.4,84.86,0,0,,,,18.4,13.9,217,1013.2,100,39.4,81,0.3,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T11:00:00,2023-08-29,11,16.1,16.1,12.5,79.18,0,0,,,,19,13.4,231,1013.1,100,25.1,156,0.6,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T12:00:00,2023-08-29,12,16.1,16.1,12.7,80.38,0.064,100,rain,,,18.5,13.9,210,1012.7,100,32,172,0.6,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T13:00:00,2023-08-29,13,16.1,16.1,12.6,80.2,0,0,,,,23.4,17.5,215,1012.3,100,29.4,86,0.3,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T14:00:00,2023-08-29,14,15,15,12.9,87.16,0.113,100,rain,,,23.9,14.9,182,1012,100,11.4,188,0.7,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-29T15:00:00,2023-08-29,15,15.9,15.9,13.5,85.21,0.251,100,rain,,,22.2,13.7,208,1011.4,100,18.5,171,0.6,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T16:00:00,2023-08-29,16,16,16,14,87.71,0,0,,,,26.9,17.6,222,1011,100,30.7,295,1.1,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T17:00:00,2023-08-29,17,15.9,15.9,14.6,91.83,0.058,100,rain,,,26.6,17.7,230,1010.5,100,20.8,116,0.4,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T18:00:00,2023-08-29,18,15.9,15.9,14.4,90.48,0.074,100,rain,,,22.2,15.5,234,1010,85.5,39.7,70,0.3,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T19:00:00,2023-08-29,19,15.9,15.9,14.2,90,0.103,100,rain,,,22.3,13.2,266,1009.9,96.8,35.3,44,0.2,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T20:00:00,2023-08-29,20,15.2,15.2,13.5,89.89,0.291,100,rain,,,18,10.8,261,1009.7,66.1,36.5,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T21:00:00,2023-08-29,21,14.3,14.3,13,91.91,0.254,100,rain,,,16.9,9.6,271,1010,61.3,30,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T22:00:00,2023-08-29,22,13.5,13.5,11.9,89.62,0,0,,,,15,7.5,286,1010.1,58,27.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-29T23:00:00,2023-08-29,23,12.4,12.4,10.4,87.62,0,0,,,,17.2,9.7,298,1010.3,62.9,31.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T00:00:00,2023-08-30,0,12,12,9.9,87.1,0,0,,,,13.9,9.5,300,1010.1,77.3,28.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T01:00:00,2023-08-30,1,11.4,11.4,9.5,87.85,0,0,,,,15.2,10.7,294,1010.2,70.1,27.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T02:00:00,2023-08-30,2,10.4,10.4,8.7,89.15,0,0,,,,11,7.4,284,1009.8,35.4,25,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T03:00:00,2023-08-30,3,9.6,8.6,8.4,91.9,0,0,,,,13.4,8.2,268,1009.6,17.5,21,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T04:00:00,2023-08-30,4,9.4,9.1,8.3,92.64,0,0,,,,10.3,5,19,1009.7,37.4,20.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T05:00:00,2023-08-30,5,9.1,8.4,8.1,93.67,0,0,,,,9.7,6,241,1009.4,41.5,21,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T06:00:00,2023-08-30,6,9.7,8.8,8.7,93.74,0,0,,,,13.8,7.2,265,1009.4,29.6,20.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T07:00:00,2023-08-30,7,10,8.8,9.1,94.03,0,0,,,,11.5,9,275,1009.5,48.2,17.9,23,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T08:00:00,2023-08-30,8,11.4,11.4,10.5,93.91,0,0,,,,10.8,8.7,257,1009.6,53.9,23.8,83,0.3,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T09:00:00,2023-08-30,9,13.2,13.2,11.6,89.57,0,0,,,,16,11.2,264,1009.7,50.6,24.5,174,0.6,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T10:00:00,2023-08-30,10,15,15,11.6,79.94,0,0,,,,25.7,16.8,294,1009.7,66.7,32.3,297,1.1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T11:00:00,2023-08-30,11,16.1,16.1,11.1,72.41,0,0,,,,26.9,17.4,286,1009.7,76.9,34.5,137,0.5,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T12:00:00,2023-08-30,12,17.1,17.1,10.8,66.37,0,0,,,,27.5,18.2,289,1009.7,59,41.1,320,1.2,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T13:00:00,2023-08-30,13,17.6,17.6,10.1,61.75,0,0,,,,28.6,19.5,291,1009.5,56.6,38.3,557,2,6,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T14:00:00,2023-08-30,14,17.5,17.5,10,61.77,0,0,,,,34.3,21.4,279,1009.6,84,43.3,819,2.9,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T15:00:00,2023-08-30,15,17.9,17.9,9.7,58.9,0,0,,,,31.7,19.9,281,1009.6,70.1,42.2,330,1.2,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T16:00:00,2023-08-30,16,17.1,17.1,11.5,69.34,0,0,,,,31.6,24.9,264,1009.9,35.8,14.9,585,2.1,6,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
Bristol,2023-08-30T17:00:00,2023-08-30,17,17.7,17.7,10,60.85,0,0,,,,32.4,19.3,297,1009.5,66.1,44.4,237,0.9,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-30T18:00:00,2023-08-30,18,16.1,16.1,10.8,70.56,0,0,,,,28,22.2,263,1009.9,82.1,14.9,207,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-30T19:00:00,2023-08-30,19,15.2,15.2,10.8,75.44,0,0,,,,24.6,20,264,1010,38,14.8,91,0.3,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-30T20:00:00,2023-08-30,20,14.2,14.2,9.9,75.48,0,0,,,,21,14.5,263,1010,35.5,15.1,0,0,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-30T21:00:00,2023-08-30,21,13.1,13.1,9.9,80.78,0,0,,,,14,12.6,263,1010.9,47.3,14.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-30T22:00:00,2023-08-30,22,13,13,9.9,81.07,0,0,,,,11.6,9.2,252,1011,57.8,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-30T23:00:00,2023-08-30,23,12.1,12.1,9.9,86.36,0,0,,,,8.4,8.7,280,1011,62.6,13.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T00:00:00,2023-08-31,0,12,12,9.9,86.74,0,0,,,,11.1,7.5,324,1011,100,12.9,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T01:00:00,2023-08-31,1,11.9,11.9,9.1,82.94,0,0,,,,6.6,7.1,299,1011,98.3,13.7,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T02:00:00,2023-08-31,2,11.9,11.9,9.1,83.33,0,0,,,,6.6,5.3,252,1010.1,58.5,14.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T03:00:00,2023-08-31,3,11.8,11.8,9.9,88.35,0,0,,,,6.6,5.4,216,1010.1,100,14,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T04:00:00,2023-08-31,4,11.8,11.8,9.9,88.29,0,0,,,,7.2,5.4,132,1009.2,100,14,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T05:00:00,2023-08-31,5,11.8,11.8,9.9,88.32,0,0,,,,5.8,5.3,162,1009.1,94.6,13.8,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T06:00:00,2023-08-31,6,11.2,11.2,10,92.44,0.097,100,rain,,,8.4,5.5,141,1009.6,100,17.4,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T07:00:00,2023-08-31,7,11.5,11.5,10.2,92.03,0.232,100,rain,,,9.2,5.2,142,1009.4,100,17.3,12,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T08:00:00,2023-08-31,8,11.7,11.7,10.7,93.17,0.416,100,rain,,,11.3,5.1,146,1009.5,98.5,10.2,44,0.2,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T09:00:00,2023-08-31,9,11.8,11.8,11,94.77,0.765,100,rain,,,15,9.6,112,1009.4,98.5,6.4,84,0.3,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T10:00:00,2023-08-31,10,12.3,12.3,11.5,95.14,0.821,100,rain,,,17.9,11.4,132,1009.2,89.5,9,183,0.7,2,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T11:00:00,2023-08-31,11,12.7,12.7,11.9,94.58,0.18,100,rain,,,22.8,11.8,111,1009,100,19.1,151,0.5,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T12:00:00,2023-08-31,12,13.4,13.4,12.4,93.92,0.064,100,rain,,,19.9,12.2,112,1008.6,100,31.2,176,0.6,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T13:00:00,2023-08-31,13,12.3,12.3,12.1,98.98,0.221,100,rain,,,21,13,101,1008.1,100,8.4,204,0.7,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T14:00:00,2023-08-31,14,12.9,12.9,12.9,100,,0,,,,,14.8,100,1008,100,10,109,0.4,1,,Overcast,cloudy,"D9855,EGGD"
Bristol,2023-08-31T15:00:00,2023-08-31,15,14.9,14.9,14,94.31,0.032,100,rain,,,18.4,12.2,133,1008.2,100,35.2,153,0.6,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T16:00:00,2023-08-31,16,15.5,15.5,14.4,93.36,0.029,100,rain,,,14,9.9,124,1008,100,28.9,163,0.6,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T17:00:00,2023-08-31,17,15.9,15.9,14.7,92.61,0,0,,,,14.2,8.4,149,1008,100,30.7,200,0.7,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T18:00:00,2023-08-31,18,16,16,15,93.65,0,0,,,,14.2,9.8,137,1007.8,100,33.1,93,0.3,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T19:00:00,2023-08-31,19,16.8,16.8,15.8,93.78,0,0,,,,11,5.5,141,1008,100,13.2,28,0.1,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-31T20:00:00,2023-08-31,20,15.9,15.9,15.2,95.65,0.032,100,rain,,,8.9,4.8,166,1007.9,100,17.3,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T21:00:00,2023-08-31,21,15.8,15.8,15.3,96.73,0.032,100,rain,,,11.3,7.2,356,1008.2,100,15.4,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T22:00:00,2023-08-31,22,15.8,15.8,15.3,96.83,0,0,,,,9.7,7.3,6,1008.2,100,15.2,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-31T23:00:00,2023-08-31,23,15.9,15.9,15.5,97.22,0.045,100,rain,,,5.9,4,147,1008.2,100,7.6,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
