name,datetime,date,hour,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bristol,2023-08-18T09:00:00,2023-08-18,9,17.1,17.1,16.2,94.22,0.058,100,rain,,,32.2,20.3,90,1013.2,98.5,7.7,20,0.1,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T10:00:00,2023-08-18,10,17.4,17.4,16.3,93.57,0.145,100,rain,,,34.1,22.8,90,1012.6,100,7.3,32,0.1,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T11:00:00,2023-08-18,11,17.8,17.8,16.8,94.27,0.058,100,rain,,,34.5,25.8,92,1012.5,100,6.7,44,0.2,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T12:00:00,2023-08-18,12,18.3,18.3,17.3,93.77,0.116,100,rain,,,31.5,22.8,92,1011.8,92.5,6.7,116,0.4,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T13:00:00,2023-08-18,13,18.9,18.9,17.8,93.24,0.032,100,rain,,,30.4,21.7,97,1011.5,92.5,5.8,91,0.3,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T14:00:00,2023-08-18,14,20.1,20.1,18.6,91.06,0.032,100,rain,,,27.9,19.4,99,1011.1,98.5,7.8,172,0.6,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T15:00:00,2023-08-18,15,21.2,21.2,18.7,85.96,0,0,,,,34.2,23.5,106,1010.1,86.6,15,162,0.6,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T16:00:00,2023-08-18,16,21,21,18,82.86,0,0,,,,38.3,21.2,112,1009.1,100,10.9,74,0.3,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-18T17:00:00,2023-08-18,17,21,21,18,83.1,0.076,100,rain,,,36.9,21,130,1009,99.7,10.3,33,0.1,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-18T18:00:00,2023-08-18,18,21,21,18.6,86.23,0.322,100,rain,,,31.8,19.1,121,1008.5,92.5,9.2,51,0.2,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T19:00:00,2023-08-18,19,20.3,20.3,18.8,90.96,0.322,100,rain,,,27.5,17.3,118,1007.9,98.5,7.8,12,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T20:00:00,2023-08-18,20,19.8,19.8,18.9,94.67,0.032,100,rain,,,33,19.5,120,1007.7,85,6.4,5,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-18T21:00:00,2023-08-18,21,19.7,19.7,18.6,93.54,0.155,100,rain,,,34.6,21,120,1007.2,85,12.6,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-18T22:00:00,2023-08-18,22,19.6,19.6,18.4,92.67,0.077,100,rain,,,31.3,17.3,135,1006.5,85,8.5,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-18T23:00:00,2023-08-18,23,19.3,19.3,17.9,91.64,0.517,100,rain,,,31.5,20.1,127,1006.1,85,20.6,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T00:00:00,2023-08-19,0,19.1,19.1,17.8,91.9,0.21,100,rain,,,36.1,23.1,168,1006.4,89.5,10,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T01:00:00,2023-08-19,1,18.7,18.7,17,90.22,0.09,100,rain,,,41.2,24.1,191,1006.5,89.5,16.9,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T02:00:00,2023-08-19,2,18.1,18.1,16.1,88.11,0,0,,,,34.3,20.4,201,1006.9,85,17.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T03:00:00,2023-08-19,3,17.6,17.6,15.1,85.37,0,0,,,,39.1,20.5,202,1007.1,73.4,17.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T04:00:00,2023-08-19,4,17.3,17.3,14.8,85.52,0,0,,,,37.1,20.8,206,1007.4,89.5,19.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T05:00:00,2023-08-19,5,17,17,14.9,87.2,0,0,,,,29.3,18.5,207,1007.8,89.5,16.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T06:00:00,2023-08-19,6,16.8,16.8,14.5,86.52,0,0,,,,30.8,18.6,206,1008.2,78.6,21,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T07:00:00,2023-08-19,7,16.9,16.9,14.6,86.08,1.144,100,rain,,,27.3,18.1,208,1009.1,83.2,21.2,91,0.3,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T08:00:00,2023-08-19,8,17.4,17.4,15,85.98,0,0,,,,32.7,20.9,207,1010.1,69.9,20.9,139,0.5,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T09:00:00,2023-08-19,9,18.2,18.2,14.9,80.76,0,0,,,,36.9,25.2,215,1010.9,64.7,21.6,568,2,6,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T10:00:00,2023-08-19,10,18.8,18.8,14.7,77.23,0,0,,,,36.2,23.8,214,1011.8,88,23.5,330,1.2,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T11:00:00,2023-08-19,11,19,19,14.6,75.74,0,0,,,,36.9,23.7,221,1012.6,83.7,16.5,478,1.7,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T12:00:00,2023-08-19,12,20,20,15.2,73.58,0,0,,,,33.7,24.7,214,1013.2,83.4,24.4,308,1.1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T13:00:00,2023-08-19,13,20.8,20.8,15.4,70.98,0,0,,,,38.7,26.2,216,1013.7,80.5,25.8,193,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T14:00:00,2023-08-19,14,18.7,18.7,16.6,88.1,0,0,,,,32.5,16.6,237,1014.9,85.7,10.8,225,0.8,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
Bristol,2023-08-19T15:00:00,2023-08-19,15,21.2,21.2,15.4,69.29,0,0,,,,35.7,23.8,223,1014.8,72.5,23.8,276,1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T16:00:00,2023-08-19,16,20.8,20.8,15.6,71.94,0,0,,,,40.1,23.1,236,1015.3,59.6,22.1,183,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T17:00:00,2023-08-19,17,20.4,20.4,15.3,72.22,0,0,,,,37.6,21.8,232,1015.4,50.9,22.1,476,1.7,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T18:00:00,2023-08-19,18,19.3,19.3,15.2,76.68,0,0,,,,35.6,21,231,1016,65.7,23.2,130,0.5,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T19:00:00,2023-08-19,19,18.7,18.7,15.3,80.39,0,0,,,,34.9,19.7,225,1016.3,56.8,20.4,35,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T20:00:00,2023-08-19,20,18,18,15.3,84.14,0,0,,,,31.3,18.4,223,1017,52.2,17.8,18,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T21:00:00,2023-08-19,21,17,17,15,87.59,0,0,,,,20.5,12.8,225,1017.7,33.3,15.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T22:00:00,2023-08-19,22,16.2,16.2,14.7,90.62,0,0,,,,18.2,11.1,218,1018.2,16.1,13.2,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-19T23:00:00,2023-08-19,23,15.9,15.9,14.7,92.7,0.064,100,rain,,,21,13.6,206,1018.7,53.5,13.9,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T00:00:00,2023-08-20,0,15.5,15.5,14.5,94.14,0,0,,,,17.9,12.2,204,1019,34.4,15.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T01:00:00,2023-08-20,1,15.4,15.4,14.5,94.6,0,0,,,,19,10.4,202,1019.1,49.7,17,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T02:00:00,2023-08-20,2,15,15,14.1,94.27,0,0,,,,11.5,6.5,242,1019.6,59.2,15.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T03:00:00,2023-08-20,3,14.8,14.8,14,95.1,0,0,,,,12.6,7.7,196,1019.7,54.3,13.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T04:00:00,2023-08-20,4,15,15,14.3,95.31,0,0,,,,14,8.5,183,1019.9,62.4,15.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T05:00:00,2023-08-20,5,14.4,14.4,13.8,95.7,0,0,,,,10.2,6.7,189,1020,41.3,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T06:00:00,2023-08-20,6,14.5,14.5,13.7,95.48,0,0,,,,14,7.3,193,1020.5,70.3,15,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T07:00:00,2023-08-20,7,14.9,14.9,14.2,95.4,0,0,,,,14.3,6.9,195,1021,87.2,17.1,84,0.3,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T08:00:00,2023-08-20,8,16.1,16.1,15,92.85,0,0,,,,16.2,11.1,195,1021.3,89.3,16.9,274,1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T09:00:00,2023-08-20,9,16.9,16.9,14.9,88.28,0,0,,,,16.7,11.4,193,1021.7,85.5,11.6,494,1.8,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T10:00:00,2023-08-20,10,18.1,18.1,15.1,82.29,0,0,,,,19.2,12.8,196,1021.9,72,14.7,780,2.8,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T11:00:00,2023-08-20,11,19.2,19.2,14.9,76.03,0,0,,,,21,13.5,187,1022,87.7,21,738,2.7,7,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T12:00:00,2023-08-20,12,20,20,15,72.7,0,0,,,,18.3,17.7,190,1021.9,83.5,10.7,789,2.8,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
Bristol,2023-08-20T13:00:00,2023-08-20,13,21.1,21.1,14.4,65.73,0,0,,,,23.6,16.4,200,1021.6,71.9,25.3,371,1.3,4,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T14:00:00,2023-08-20,14,21.2,21.2,14.6,65.72,0,0,,,,25.5,15.4,210,1021.7,80.5,21.7,188,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T15:00:00,2023-08-20,15,20.5,20.5,14.7,69.4,0,0,,,,32.6,20.3,237,1021.8,79.2,33.1,452,1.6,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-20T16:00:00,2023-08-20,16,19.9,19.9,15.8,77.22,0,0,,,,29.9,14.8,232,1021.8,75.1,27.2,33,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-20T17:00:00,2023-08-20,17,20.9,20.9,15.2,69.72,0,0,,,,28,17.9,227,1021.4,43,24.1,199,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-20T18:00:00,2023-08-20,18,19.3,19.3,14.8,75.15,0,0,,,,26.9,15.7,218,1021.7,66.2,25.3,93,0.3,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-20T19:00:00,2023-08-20,19,18.3,18.3,15,81.2,0,0,,,,21.5,11.9,238,1022,65.1,21.1,62,0.2,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-20T20:00:00,2023-08-20,20,18.1,18.1,15,82.53,0,0,,,,19.6,10.8,222,1022.4,87.2,18.4,9,0,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-20T21:00:00,2023-08-20,21,16.5,16.5,14.7,89.13,0,0,,,,8.2,4.8,211,1023,9.9,13,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-20T22:00:00,2023-08-20,22,15.6,15.6,14.5,92.68,0,0,,,,9.1,6.2,228,1023.4,18.1,6.9,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-20T23:00:00,2023-08-20,23,15.2,15.2,14.3,94.15,0,0,,,,10.7,7.2,215,1023.6,4.8,12.5,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T00:00:00,2023-08-21,0,14.9,14.9,14.2,95.72,0,0,,,,8.4,3.4,246,1023.5,58.5,13.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T01:00:00,2023-08-21,1,14.6,14.6,13.8,95.04,0,0,,,,5.7,3.2,335,1023.6,52.7,14.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T02:00:00,2023-08-21,2,14.4,14.4,13.7,95.85,0,0,,,,9.9,6.2,191,1023.7,50.8,12.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T03:00:00,2023-08-21,3,14.4,14.4,13.8,96.71,0,0,,,,13.6,8.7,202,1023.5,80.2,9.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T04:00:00,2023-08-21,4,14.8,14.8,14.1,95.91,0,0,,,,14.5,9,186,1023.7,92.4,14,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T05:00:00,2023-08-21,5,14.2,14.2,13.6,96.32,0,0,,,,10.4,8.1,185,1023.6,81.4,7.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T06:00:00,2023-08-21,6,14.5,14.5,13.8,95.93,0,0,,,,10.5,7.9,188,1023.6,90.9,14.7,5,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T07:00:00,2023-08-21,7,14.7,14.7,14,95.54,0.064,100,rain,,,9.7,5.1,181,1023.9,76.2,16.4,47,0.2,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T08:00:00,2023-08-21,8,16,16,15,93.94,0,0,,,,14.4,8.9,200,1024,72.3,19.8,137,0.5,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T09:00:00,2023-08-21,9,17.6,17.6,15.3,86.64,0,0,,,,17.3,12,219,1024,97.8,12.2,229,0.8,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T10:00:00,2023-08-21,10,18,18,14.7,81.02,0,0,,,,19.3,13.8,231,1024,100,26.7,246,0.9,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T11:00:00,2023-08-21,11,18.7,18.7,14.8,78.47,0,0,,,,22.4,16.8,211,1024,100,33.1,192,0.7,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T12:00:00,2023-08-21,12,19.4,19.4,14.8,74.69,0,0,,,,24.2,17.1,219,1023.7,78.4,29.8,212,0.8,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T13:00:00,2023-08-21,13,19.7,19.7,14.8,73.38,0,0,,,,22.1,15.5,228,1023.5,100,34.8,248,0.9,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T14:00:00,2023-08-21,14,20.7,20.7,15.1,70.67,0,0,,,,24.1,16.1,210,1023,83.4,25.3,262,0.9,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T15:00:00,2023-08-21,15,21.4,21.4,15.3,68.36,0,0,,,,25.3,16,219,1022.6,72.7,33.7,420,1.5,4,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T16:00:00,2023-08-21,16,21.3,21.3,15.1,67.66,0,0,,,,23.5,14.8,210,1021.8,40.8,33.4,243,0.9,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T17:00:00,2023-08-21,17,20.9,20.9,14.9,68.55,0,0,,,,26.3,17.5,227,1021.4,57.9,33.6,114,0.4,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T18:00:00,2023-08-21,18,20,20,14.9,72.5,0,0,,,,25.1,17.6,220,1021.2,80.7,34.6,69,0.2,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T19:00:00,2023-08-21,19,19.2,19.2,14.9,76.08,0,0,,,,20.3,14.8,231,1020.9,56.6,17.2,56,0.2,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T20:00:00,2023-08-21,20,18.1,18.1,15,82.01,0,0,,,,17.2,13.5,217,1020.9,53.8,26.4,5,0,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T21:00:00,2023-08-21,21,17.1,17.1,14.7,85.95,0,0,,,,19.8,13.4,209,1021.2,18.4,13.5,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T22:00:00,2023-08-21,22,16.2,16.2,14.5,89.3,0,0,,,,19.3,12.6,211,1021.2,16.1,22.9,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-21T23:00:00,2023-08-21,23,15.8,15.8,14.4,91.39,0,0,,,,16.3,9.4,210,1021.1,56.7,25.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T00:00:00,2023-08-22,0,15.4,15.4,14.4,93.4,0,0,,,,14.5,9.3,174,1020.7,73.5,24.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T01:00:00,2023-08-22,1,15.7,15.7,14.6,93.68,0,0,,,,19.1,13.4,218,1020.7,85.5,12.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T02:00:00,2023-08-22,2,15.7,15.7,14.9,94.88,0.032,100,rain,,,21.1,14.2,219,1020.5,100,11.3,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T03:00:00,2023-08-22,3,15.9,15.9,15,94.53,0.032,100,rain,,,16.9,11.5,227,1020.1,100,12.1,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T04:00:00,2023-08-22,4,15.8,15.8,15,94.92,0,0,,,,18.8,12.7,216,1020,89.5,13,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T05:00:00,2023-08-22,5,16,16,15.1,94.58,0,0,,,,17.2,11.2,219,1019.9,100,19.9,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T06:00:00,2023-08-22,6,16.1,16.1,15.2,94.39,0,0,,,,18.9,13.8,219,1019.9,100,12.1,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T07:00:00,2023-08-22,7,16.2,16.2,15.2,94.11,0,0,,,,16.2,11.8,230,1020.1,100,14.3,14,0.1,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T08:00:00,2023-08-22,8,16.1,16.1,15,93.4,0,0,,,,16.9,12.9,220,1020.1,88.5,11,225,0.8,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-22T09:00:00,2023-08-22,9,17.9,17.9,15.8,87.93,0,0,,,,22.8,14.6,244,1020.8,97.1,10,381,1.4,4,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T10:00:00,2023-08-22,10,18.6,18.6,15.3,81.25,0,0,,,,24.6,15,250,1021,96.2,13.3,243,0.9,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T11:00:00,2023-08-22,11,19.1,19.1,14,72.41,0,0,,,,27.2,23.4,260,1021.9,85.5,11.3,687,2.5,7,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-22T12:00:00,2023-08-22,12,19.3,19.3,13.8,70.59,0,0,,,,27.6,25,244,1021.8,82,14.5,831,3,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03644099999,03740099999,C2888,EGGD"
Bristol,2023-08-22T13:00:00,2023-08-22,13,21,21,13,60.27,0,0,,,,25.1,17.8,258,1020.8,41.7,40.1,863,3.1,9,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T14:00:00,2023-08-22,14,19.5,19.5,14.6,73.5,0,0,,,,23,28.1,269,1021.8,79.7,13.5,506,1.8,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03644099999,03740099999,C2888,EGGD"
Bristol,2023-08-22T15:00:00,2023-08-22,15,20.3,20.3,14,67.14,0,0,,,,27.2,22.9,264,1021.7,51.7,12.2,809,2.9,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888,EGGD"
Bristol,2023-08-22T16:00:00,2023-08-22,16,21.8,21.8,14.5,63.13,0,0,,,,26.2,17.8,277,1020.7,63.9,40.1,605,2.2,6,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T17:00:00,2023-08-22,17,21.2,21.2,13.7,62.55,0,0,,,,26.2,18.4,293,1020.6,33.9,39,413,1.5,4,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T18:00:00,2023-08-22,18,20.7,20.7,13.7,64.1,0,0,,,,26.4,19,286,1020.6,11.1,36.2,65,0.2,1,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T19:00:00,2023-08-22,19,19.7,19.7,13.8,68.88,0,0,,,,23.9,16.7,291,1020.8,18.4,31.4,117,0.4,1,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T20:00:00,2023-08-22,20,18.1,18.1,13.8,75.63,0,0,,,,18.4,12,294,1021.2,24.6,31.1,9,0,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-22T21:00:00,2023-08-22,21,15.3,15.3,13,86.34,0,0,,,,14.3,12.5,266,1022,15.6,11,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
